priority1,priority2,type,package_name,field_name,method_name,startline,endline,label,s1,s2,s3,s4,addr,_package,_class,_method
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,NO_FIELD,handleError(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/exception/AS2Exception;)V,288,288,0,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule.handleError
H,I,DM_DEFAULT_ENCODING,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,NO_FIELD,handleError(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/exception/AS2Exception;)V,273,273,0,0.0,1.0,1.0000000000000002,1.0,Dm,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule.handleError
M,X,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,com.helger.as2lib.processor.storage.AbstractStorageModule,NO_FIELD,_writeStreamToFile(Ljava/io/InputStream;Ljava/io/File;)V,194,194,0,0.0,1.0,1.0,1.0000000000000002,OBL,com.helger.as2lib.processor.storage,com.helger.as2lib.processor.storage.AbstractStorageModule,com.helger.as2lib.processor.storage.AbstractStorageModule._writeStreamToFile
H,D,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,com.helger.as2lib.processor.sender.AS2SenderModule,NO_FIELD,receiveSyncMDN(Lcom/helger/as2lib/message/AS2Message;Lcom/helger/as2lib/util/http/AS2HttpClient;Lcom/helger/as2lib/crypto/MIC;Lcom/helger/as2lib/util/dump/IHTTPIncomingDumper;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,777,777,0,0.0,1.0,1.0,1.0,RCN,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AS2SenderModule,com.helger.as2lib.processor.sender.AS2SenderModule.receiveSyncMDN
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.processor.sender.AS2SenderModule,NO_FIELD,calculateAndStoreMIC(Lcom/helger/as2lib/message/AS2Message;)Lcom/helger/as2lib/crypto/MIC;,335,372,0,0.0,0.0,0.4571942358304984,0.3971647161473289,THROWS,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AS2SenderModule,com.helger.as2lib.processor.sender.AS2SenderModule.calculateAndStoreMIC
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.processor.sender.AS2SenderModule,NO_FIELD,secureMimeBodyPart(Ljavax/mail/internet/MimeBodyPart;Lcom/helger/mail/cte/EContentTransferEncoding;Lcom/helger/as2lib/crypto/ECompressionType;ZLjava/util/function/Consumer;Lcom/helger/as2lib/crypto/ECryptoAlgorithmSign;Ljava/security/cert/X509Certificate;Ljava/security/PrivateKey;ZZLcom/helger/as2lib/crypto/ECryptoAlgorithmCrypt;Ljava/security/cert/X509Certificate;)Ljavax/mail/internet/MimeBodyPart;,429,496,1,0.0,0.0,0.3536173558109519,0.2868895648379612,THROWS,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AS2SenderModule,com.helger.as2lib.processor.sender.AS2SenderModule.secureMimeBodyPart
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.processor.sender.AS2SenderModule,NO_FIELD,secure(Lcom/helger/as2lib/message/IMessage;Lcom/helger/mail/cte/EContentTransferEncoding;)Ljavax/mail/internet/MimeBodyPart;,502,590,0,0.0,0.0,0.4704688900572411,0.30636344439549884,THROWS,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AS2SenderModule,com.helger.as2lib.processor.sender.AS2SenderModule.secure
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$ConnectionThread,m_aSocket,<init>(Lcom/helger/as2lib/processor/receiver/AbstractActiveNetModule;Ljava/net/Socket;)V,317,317,0,-1.0,-1.0,-1.0,-1.0,EI2,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$ConnectionThread.<init>
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$ConnectionThread,m_aOwner,<init>(Lcom/helger/as2lib/processor/receiver/AbstractActiveNetModule;Ljava/net/Socket;)V,316,316,0,-1.0,-1.0,-1.0,-1.0,EI2,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$ConnectionThread.<init>
M,V,EI_EXPOSE_REP2,com.helger.as2lib.params.ExceptionParameters,m_aTarget,<init>(Lcom/helger/as2lib/exception/AS2Exception;Z)V,60,60,0,0.0,1.0,0.9899412353124116,1.0,EI2,com.helger.as2lib.params,com.helger.as2lib.params.ExceptionParameters,com.helger.as2lib.params.ExceptionParameters.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.receiver.AbstractDirectoryPollingModule,m_aTrackedFiles,trackedFiles()Lcom/helger/commons/collection/impl/ICommonsMap;,146,146,0,0.0,1.0,1.0000000000000002,1.0000000000000002,EI,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractDirectoryPollingModule,com.helger.as2lib.processor.receiver.AbstractDirectoryPollingModule.trackedFiles
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.storage.MessageFileModule,NO_FIELD,handle(Ljava/lang/String;Lcom/helger/as2lib/message/IMessage;Ljava/util/Map;)V,105,105,1,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.processor.storage,com.helger.as2lib.processor.storage.MessageFileModule,com.helger.as2lib.processor.storage.MessageFileModule.handle
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.receiver.net.AS2MDNReceiverHandler,m_aReceiverModule,getModule()Lcom/helger/as2lib/processor/receiver/AS2MDNReceiverModule;,126,126,0,0.0,1.0,1.0,1.0000000000000002,EI,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2MDNReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2MDNReceiverHandler.getModule
M,D,DMI_NONSERIALIZABLE_OBJECT_WRITTEN,com.helger.as2lib.message.AbstractMessage,NO_FIELD,writeObject(Ljava/io/ObjectOutputStream;)V,197,197,1,0.0,1.0,1.0,1.0,DMI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessage,com.helger.as2lib.message.AbstractMessage.writeObject
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractMessage,m_aData,getData()Ljavax/mail/internet/MimeBodyPart;,103,103,1,0.0,1.0,1.0000000000000002,1.0000000000000002,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessage,com.helger.as2lib.message.AbstractMessage.getData
M,V,EI_EXPOSE_REP2,com.helger.as2lib.message.AbstractMessage,m_aMDN,setMDN(Lcom/helger/as2lib/message/IMessageMDN;)V,108,108,1,0.0,1.0,1.0,1.0,EI2,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessage,com.helger.as2lib.message.AbstractMessage.setMDN
M,V,EI_EXPOSE_REP2,com.helger.as2lib.message.AbstractMessage,m_aData,setData(Ljavax/mail/internet/MimeBodyPart;)V,72,72,1,0.0,1.0,1.0,1.0,EI2,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessage,com.helger.as2lib.message.AbstractMessage.setData
M,V,EI_EXPOSE_REP,com.helger.as2lib.message.AbstractMessage,m_aMDN,getMDN()Lcom/helger/as2lib/message/IMessageMDN;,114,114,1,0.0,1.0,1.0,1.0000000000000002,EI,com.helger.as2lib.message,com.helger.as2lib.message.AbstractMessage,com.helger.as2lib.message.AbstractMessage.getMDN
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.resender.DirectoryResenderModule,NO_FIELD,isTimeToSend(Ljava/io/File;)Z,174,174,0,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.processor.resender,com.helger.as2lib.processor.resender.DirectoryResenderModule,com.helger.as2lib.processor.resender.DirectoryResenderModule.isTimeToSend
M,V,EI_EXPOSE_REP2,com.helger.as2lib.session.AS2Session,m_aHttpProxy,setHttpProxy(Ljava/net/Proxy;)V,203,203,0,0.0,1.0,1.0,1.0,EI2,com.helger.as2lib.session,com.helger.as2lib.session.AS2Session,com.helger.as2lib.session.AS2Session.setHttpProxy
M,V,EI_EXPOSE_REP,com.helger.as2lib.session.AS2Session,m_aHttpProxy,getHttpProxy()Ljava/net/Proxy;,198,198,0,0.0,1.0,1.0,1.0000000000000002,EI,com.helger.as2lib.session,com.helger.as2lib.session.AS2Session,com.helger.as2lib.session.AS2Session.getHttpProxy
M,V,EI_EXPOSE_REP,com.helger.as2lib.processor.AsyncMessageProcessor,m_aExceptionCallbacks,exceptionCallbacks()Lcom/helger/commons/callback/CallbackList;,132,132,0,0.0,1.0,0.9899885353246648,1.0000000000000002,EI,com.helger.as2lib.processor,com.helger.as2lib.processor.AsyncMessageProcessor,com.helger.as2lib.processor.AsyncMessageProcessor.exceptionCallbacks
L,M,SC_START_IN_CTOR,com.helger.as2lib.processor.AsyncMessageProcessor,NO_FIELD,<init>()V,119,119,0,0.0,1.0,1.0000000000000002,1.0,SC,com.helger.as2lib.processor,com.helger.as2lib.processor.AsyncMessageProcessor,com.helger.as2lib.processor.AsyncMessageProcessor.<init>
L,V,MC_OVERRIDABLE_METHOD_CALL_IN_CONSTRUCTOR,com.helger.as2lib.processor.AsyncMessageProcessor,NO_FIELD,<init>()V,86,86,0,0.0,0.0,0.2302905201655125,0.22548206567700746,MC,com.helger.as2lib.processor,com.helger.as2lib.processor.AsyncMessageProcessor,com.helger.as2lib.processor.AsyncMessageProcessor.<init>
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.crypto.BCCryptoHelper,NO_FIELD,<clinit>()V,157,157,0,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.crypto,com.helger.as2lib.crypto.BCCryptoHelper,com.helger.as2lib.crypto.BCCryptoHelper.<clinit>
M,B,THROWS_METHOD_THROWS_CLAUSE_BASIC_EXCEPTION,com.helger.as2lib.crypto.BCCryptoHelper,NO_FIELD,loadKeyStore(Lcom/helger/security/keystore/IKeyStoreType;Ljava/io/InputStream;[C)Ljava/security/KeyStore;,246,249,0,0.0,0.0,0.3881025647456342,0.2431076831895413,THROWS,com.helger.as2lib.crypto,com.helger.as2lib.crypto.BCCryptoHelper,com.helger.as2lib.crypto.BCCryptoHelper.loadKeyStore
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aKeyStoreBytes,getKeyStoreBytes()[B,171,171,0,0.0,1.0,1.0,1.0000000000000002,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getKeyStoreBytes
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientSettings,m_aKeyStoreBytes,setKeyStore(Lcom/helger/security/keystore/IKeyStoreType;[BLjava/lang/String;)Lcom/helger/as2lib/client/AS2ClientSettings;,236,236,0,0.0,1.0,1.0000000000000002,1.0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.setKeyStore
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aCustomHeaders,customHeaders()Lcom/helger/commons/http/HttpHeaderMap;,855,855,0,0.0,1.0,0.9899885353246648,1.0000000000000002,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.customHeaders
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2ClientSettings,m_aReceiverCert,getReceiverCertificate()Ljava/security/cert/X509Certificate;,387,387,0,0.0,1.0,1.0,1.0000000000000002,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getReceiverCertificate
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2ClientSettings,m_aReceiverCert,setReceiverCertificate(Ljava/security/cert/X509Certificate;)Lcom/helger/as2lib/client/AS2ClientSettings;,402,402,0,0.0,1.0,1.0000000000000002,1.0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.setReceiverCertificate
M,V,EI_EXPOSE_REP2,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$MainThread,m_aOwner,<init>(Lcom/helger/as2lib/processor/receiver/AbstractActiveNetModule;Ljava/lang/String;I)V,353,353,0,-1.0,-1.0,-1.0,-1.0,EI2,com.helger.as2lib.processor.receiver,com.helger.as2lib.processor.receiver.AbstractActiveNetModule,com.helger.as2lib.processor.receiver.AbstractActiveNetModule$MainThread.<init>
M,V,EI_EXPOSE_REP,com.helger.as2lib.client.AS2Client,m_aHttpProxy,getHttpProxy()Ljava/net/Proxy;,112,112,0,0.0,1.0,1.0,1.0000000000000002,EI,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.getHttpProxy
M,V,EI_EXPOSE_REP2,com.helger.as2lib.client.AS2Client,m_aHttpProxy,setHttpProxy(Ljava/net/Proxy;)Lcom/helger/as2lib/client/AS2Client;,125,125,0,0.0,1.0,1.0,1.0,EI2,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.setHttpProxy
M,D,REC_CATCH_EXCEPTION,com.helger.as2lib.client.AS2Client,NO_FIELD,sendSynchronous(Lcom/helger/as2lib/client/AS2ClientSettings;Lcom/helger/as2lib/client/AS2ClientRequest;)Lcom/helger/as2lib/client/AS2ClientResponse;,477,477,0,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.client,com.helger.as2lib.client.AS2Client,com.helger.as2lib.client.AS2Client.sendSynchronous
M,D,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,initEmptyKeyStore()V,249,249,0,0.0,1.0,0.9808784232699721,1.0,RCN,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.initEmptyKeyStore
M,X,OBL_UNSATISFIED_OBLIGATION,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,lambda$save$60(Ljava/io/OutputStream;)Ljava/lang/String;,676,676,0,0.0,1.0,0.9999999999999998,1.0000000000000002,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.lambda$save$60
M,X,OBL_UNSATISFIED_OBLIGATION,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,lambda$load$57(Ljava/io/InputStream;)Ljava/lang/String;,645,645,0,0.0,1.0,0.9999999999999998,1.0000000000000002,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.lambda$load$57
M,X,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,load(Ljava/io/InputStream;[C)V,645,645,0,0.0,1.0,0.9999999999999998,1.0000000000000002,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.load
M,X,OBL_UNSATISFIED_OBLIGATION_EXCEPTION_EDGE,com.helger.as2lib.cert.AbstractCertificateFactory,NO_FIELD,save(Ljava/io/OutputStream;[C)V,676,676,0,0.0,1.0,0.9999999999999998,1.0000000000000002,OBL,com.helger.as2lib.cert,com.helger.as2lib.cert.AbstractCertificateFactory,com.helger.as2lib.cert.AbstractCertificateFactory.save
M,D,NP_LOAD_OF_KNOWN_NULL_VALUE,com.helger.as2lib.params.DateParameters,NO_FIELD,getParameter(Ljava/lang/String;)Ljava/lang/String;,78,78,0,-1.0,-1.0,-1.0,-1.0,NP,com.helger.as2lib.params,com.helger.as2lib.params.DateParameters,com.helger.as2lib.params.DateParameters.getParameter
M,C,TQ_NEVER_VALUE_USED_WHERE_ALWAYS_REQUIRED,com.helger.as2lib.processor.sender.AbstractSenderModule,NO_FIELD,getRetryCount(Lcom/helger/as2lib/partner/Partnership;Ljava/util/Map;)I,116,116,0,0.0,0.0,0.0,0.0,TQ,com.helger.as2lib.processor.sender,com.helger.as2lib.processor.sender.AbstractSenderModule,com.helger.as2lib.processor.sender.AbstractSenderModule.getRetryCount
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,NO_FIELD,decrypt(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,254,254,1,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler.decrypt
L,D,REC_CATCH_EXCEPTION,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,NO_FIELD,verify(Lcom/helger/as2lib/message/IMessage;Lcom/helger/as2lib/util/AS2ResourceHelper;)V,329,329,1,0.0,1.0,0.9999999999999998,1.0,REC,com.helger.as2lib.processor.receiver.net,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler,com.helger.as2lib.processor.receiver.net.AS2ReceiverHandler.verify
L,P,SIC_INNER_SHOULD_BE_STATIC_ANON,com.helger.as2lib.util.http.AS2HttpClient,NO_FIELD,send(Ljava/io/InputStream;Lcom/helger/mail/cte/EContentTransferEncoding;Lcom/helger/as2lib/util/dump/IHTTPOutgoingDumper;Lcom/helger/as2lib/util/AS2ResourceHelper;)J,179,179,0,0.0,0.0,0.2730575400390681,0.18012504176399444,SIC,com.helger.as2lib.util.http,com.helger.as2lib.util.http.AS2HttpClient,com.helger.as2lib.util.http.AS2HttpClient.send
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,com.helger.as2lib.client.AS2ClientResponse,m_aExecutionDuration,getAsString()Ljava/lang/String;,267,267,0,-1.0,-1.0,-1.0,-1.0,UwF,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getAsString
L,D,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,com.helger.as2lib.client.AS2ClientResponse,m_aThrowable,getAsString()Ljava/lang/String;,263,263,0,-1.0,-1.0,-1.0,-1.0,UwF,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientResponse,com.helger.as2lib.client.AS2ClientResponse.getAsString
L,B,NM_CONFUSING,com.helger.as2lib.client.AS2ClientSettings,NO_FIELD,getAsyncMDNUrl()Ljava/lang/String;,634,634,0,0.0,1.0,1.0,1.0000000000000002,Nm,com.helger.as2lib.client,com.helger.as2lib.client.AS2ClientSettings,com.helger.as2lib.client.AS2ClientSettings.getAsyncMDNUrl
